Favorite,Commercial Part No,Part No,Reference,Marketing Status,Unit Price for 10kU (US$),Frequency,Core,SPI,UART,Ethernet,Ethernet Port,Quad SPI Total,QUADSPI,OCTOSPI
,STM32MP151AAA3,STM32MP151A,STM32MP151AAAx,Active,6.0104,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151AAA3T,STM32MP151A,STM32MP151AAAx,Active,6.0104,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151AAC3,STM32MP151A,STM32MP151AACx,Active,5.2233,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151AAC3T,STM32MP151A,STM32MP151AACx,Active,5.2233,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151CAA3,STM32MP151C,STM32MP151CAAx,Active,6.547,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151CAA3T,STM32MP151C,STM32MP151CAAx,Active,6.547,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151CAC3,STM32MP151C,STM32MP151CACx,Active,5.7599,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151CAC3T,STM32MP151C,STM32MP151CACx,Active,5.7599,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151DAA1,STM32MP151D,STM32MP151DAAx,Active,6.3681,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151DAC1,STM32MP151D,STM32MP151DACx,Active,5.5811,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151FAA1,STM32MP151F,STM32MP151FAAx,Active,6.9048,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP151FAC1,STM32MP151F,STM32MP151FACx,Active,6.1177,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153AAA3,STM32MP153A,STM32MP153AAAx,Active,8.5795,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153AAA3T,STM32MP153A,STM32MP153AAAx,Active,8.5795,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153AAC3,STM32MP153A,STM32MP153AACx,Active,7.6097,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153AAC3T,STM32MP153A,STM32MP153AACx,Active,7.6097,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153CAA3,STM32MP153C,STM32MP153CAAx,Active,9.2407,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153CAA3T,STM32MP153C,STM32MP153CAAx,Active,9.2407,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153CAC3,STM32MP153C,STM32MP153CACx,Active,8.2709,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153CAC3T,STM32MP153C,STM32MP153CACx,Active,8.2709,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153DAA1,STM32MP153D,STM32MP153DAAx,Active,9.0203,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153DAC1,STM32MP153D,STM32MP153DACx,Active,8.0505,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153FAA1,STM32MP153F,STM32MP153FAAx,Active,9.6815,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP153FAC1,STM32MP153F,STM32MP153FACx,Active,8.7118,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157AAA3,STM32MP157A,STM32MP157AAAx,Active,10.1224,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157AAA3T,STM32MP157A,STM32MP157AAAx,Active,10.1224,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157AAC3,STM32MP157A,STM32MP157AACx,Active,9.1526,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157AAC3T,STM32MP157A,STM32MP157AACx,Active,9.1526,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157CAA3,STM32MP157C,STM32MP157CAAx,Active,10.7836,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157CAA3T,STM32MP157C,STM32MP157CAAx,Active,10.7836,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157CAC3,STM32MP157C,STM32MP157CACx,Active,9.8138,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157CAC3T,STM32MP157C,STM32MP157CACx,Active,9.8138,650 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157DAA1,STM32MP157D,STM32MP157DAAx,Active,10.5632,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157DAC1,STM32MP157D,STM32MP157DACx,Active,9.5934,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157FAA1,STM32MP157F,STM32MP157FAAx,Active,11.2243,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32MP157FAC1,STM32MP157F,STM32MP157FACx,Active,10.2545,800 MHz,Arm Cortex-A7,6,4,1Gbps (IEEE 1588),1,1,1,0
,STM32F107RBT6,STM32F107RB,STM32F107RBTx,Active,3.9553,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107RBT6TR,STM32F107RB,STM32F107RBTx,Active,3.9553,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107RBT7,STM32F107RB,STM32F107RBTx,Proposal,NA,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107RCT6,STM32F107RC,STM32F107RCTx,Active,4.5281,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107RCT6TR,STM32F107RC,STM32F107RCTx,Active,4.5281,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107RCT7,STM32F107RC,STM32F107RCTx,Active,4.8451,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107VBT6,STM32F107VB,STM32F107VBTx,Active,4.3472,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107VBT7,STM32F107VB,STM32F107VBTx,Proposal,NA,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107VCH6,STM32F107VC,STM32F107VCHx,Active,4.8597,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107VCT6,STM32F107VC,STM32F107VCTx,Active,4.8597,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107VCT6TR,STM32F107VC,STM32F107VCTx,Active,4.8597,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F107VCT7,STM32F107VC,STM32F107VCTx,Active,5.1999,72 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217IGH6,STM32F217IG,STM32F217IGHx,Active,9.934,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217IGH6TR,STM32F217IG,STM32F217IGHx,Active,9.934,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217IGT6,STM32F217IG,STM32F217IGTx,Active,9.4596,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217IGT7,STM32F217IG,STM32F217IGTx,Active,10.1218,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217VET6,STM32F217VE,STM32F217VETx,Active,6.8979,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217VET6TR,STM32F217VE,STM32F217VETx,Active,6.8979,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217VGT6,STM32F217VG,STM32F217VGTx,Active,8.1629,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217VGT6TR,STM32F217VG,STM32F217VGTx,Active,8.1629,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217ZET6,STM32F217ZE,STM32F217ZETx,Active,7.8783,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217ZET7,STM32F217ZE,STM32F217ZETx,Active,8.4298,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F217ZGT6,STM32F217ZG,STM32F217ZGTx,Active,9.1434,120 MHz,Arm Cortex-M3,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IEH6,STM32F407IE,STM32F407IEHx,Active,7.6512,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IEH6TR,STM32F407IE,STM32F407IEHx,Active,7.6512,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IEH7,STM32F407IE,STM32F407IEHx,Active,8.1868,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IET6,STM32F407IE,STM32F407IETx,Active,7.5619,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IGH6,STM32F407IG,STM32F407IGHx,Active,8.8409,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IGH6J,STM32F407IG,STM32F407IGHx,NRND,10.1672,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IGH6TR,STM32F407IG,STM32F407IGHx,Active,8.8409,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IGH7,STM32F407IG,STM32F407IGHx,Active,9.4599,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IGT6,STM32F407IG,STM32F407IGTx,Active,8.7517,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407IGT7,STM32F407IG,STM32F407IGTx,Active,9.3644,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407VET6,STM32F407VE,STM32F407VETx,Active,6.6695,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407VET6TR,STM32F407VE,STM32F407VETx,Active,6.6695,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407VGT6,STM32F407VG,STM32F407VGTx,Active,7.8594,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407VGT6J,STM32F407VG,STM32F407VGTx,NRND,9.0382,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407VGT6TR,STM32F407VG,STM32F407VGTx,Active,7.8594,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407VGT7,STM32F407VG,STM32F407VGTx,Active,8.4096,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407VGT7TR,STM32F407VG,STM32F407VGTx,Active,8.4096,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407ZET6,STM32F407ZE,STM32F407ZETx,Active,7.2645,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407ZET7,STM32F407ZE,STM32F407ZETx,Active,7.773,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407ZGT6,STM32F407ZG,STM32F407ZGTx,Active,8.4543,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407ZGT6J,STM32F407ZG,STM32F407ZGTx,NRND,9.7225,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407ZGT6TR,STM32F407ZG,STM32F407ZGTx,Active,8.4543,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F407ZGT7,STM32F407ZG,STM32F407ZGTx,Active,9.0461,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F415VGT6,STM32F415VG,STM32F415VGTx,Active,7.8297,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),0,0,0,0
,STM32F415VGT6TR,STM32F415VG,STM32F415VGTx,Active,7.8297,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),0,0,0,0
,STM32F415VGT7TR,STM32F415VG,STM32F415VGTx,Active,8.3777,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),0,0,0,0
,STM32F417IEH6,STM32F417IE,STM32F417IEHx,Active,8.0974,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417IET6,STM32F417IE,STM32F417IETx,Active,8.008,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417IGH6,STM32F417IG,STM32F417IGHx,Active,9.2872,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417IGH6TR,STM32F417IG,STM32F417IGHx,Active,9.2872,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417IGH6W,STM32F417IG,STM32F417IGHx,NRND,9.2872,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417IGT6,STM32F417IG,STM32F417IGTx,Active,9.198,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417IGT7,STM32F417IG,STM32F417IGTx,Active,9.8419,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417VET6,STM32F417VE,STM32F417VETx,Active,7.1157,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417VET6TR,STM32F417VE,STM32F417VETx,Active,7.1157,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417VGT6,STM32F417VG,STM32F417VGTx,Active,8.3056,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417VGT6TR,STM32F417VG,STM32F417VGTx,Active,8.3056,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417VGT7,STM32F417VG,STM32F417VGTx,Active,8.887,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417ZET6,STM32F417ZE,STM32F417ZETx,Active,7.7107,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F417ZGT6,STM32F417ZG,STM32F417ZGTx,Active,8.9005,168 MHz,Arm Cortex-M4,3,2,100Mbps (IEEE 1588),1,0,0,0
,STM32F427AGH6,STM32F427AG,STM32F427AGHx,Active,8.62,180 MHz,Arm Cortex-M4,5,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427AIH6,STM32F427AI,STM32F427AIHx,Active,9.8098,180 MHz,Arm Cortex-M4,5,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427AIH6TR,STM32F427AI,STM32F427AIHx,Active,9.8098,180 MHz,Arm Cortex-M4,5,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427IGH6,STM32F427IG,STM32F427IGHx,Active,9.4231,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427IGH6TR,STM32F427IG,STM32F427IGHx,Active,9.4231,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427IGH7,STM32F427IG,STM32F427IGHx,Active,10.0828,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427IGT6,STM32F427IG,STM32F427IGTx,Active,9.0662,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427IIH6,STM32F427II,STM32F427IIHx,Active,10.613,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427IIH6TR,STM32F427II,STM32F427IIHx,Active,10.613,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427IIH7,STM32F427II,STM32F427IIHx,Active,11.3559,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427IIT6,STM32F427II,STM32F427IITx,Active,10.2559,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427IIT7,STM32F427II,STM32F427IITx,Active,10.974,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427VGT6,STM32F427VG,STM32F427VGTx,Active,8.1738,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427VGT6TR,STM32F427VG,STM32F427VGTx,Active,8.1738,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427VIT6,STM32F427VI,STM32F427VITx,Active,9.3636,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427VIT6TR,STM32F427VI,STM32F427VITx,Active,9.3636,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427VIT7,STM32F427VI,STM32F427VITx,Proposal,NA,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427VIT7TR,STM32F427VI,STM32F427VITx,Active,10.0191,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427ZGT6,STM32F427ZG,STM32F427ZGTx,Active,8.7687,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427ZGT6TR,STM32F427ZG,STM32F427ZGTx,Active,8.7687,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427ZIT6,STM32F427ZI,STM32F427ZITx,Active,9.9586,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427ZIT6TR,STM32F427ZI,STM32F427ZITx,Active,9.9586,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427ZIT7,STM32F427ZI,STM32F427ZITx,Active,10.6557,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F427ZIT7TR,STM32F427ZI,STM32F427ZITx,Active,10.6557,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429AGH6,STM32F429AG,STM32F429AGHx,Active,9.0364,180 MHz,Arm Cortex-M4,5,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429AGH6TR,STM32F429AG,STM32F429AGHx,Active,9.0364,180 MHz,Arm Cortex-M4,5,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429AIH6,STM32F429AI,STM32F429AIHx,Active,10.2263,180 MHz,Arm Cortex-M4,5,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429BET6,STM32F429BE,STM32F429BETx,Active,8.8877,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429BGT6,STM32F429BG,STM32F429BGTx,Active,10.0775,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429BIT6,STM32F429BI,STM32F429BITx,Active,11.2674,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429BIT7,STM32F429BI,STM32F429BITx,Active,12.0562,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429IEH6,STM32F429IE,STM32F429IEHx,Active,8.382,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429IET6,STM32F429IE,STM32F429IETx,Active,8.2928,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429IGH6,STM32F429IG,STM32F429IGHx,Active,9.8396,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429IGT6,STM32F429IG,STM32F429IGTx,Active,9.4826,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429IIH6,STM32F429II,STM32F429IIHx,Active,11.0295,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429IIH6TR,STM32F429II,STM32F429IIHx,Active,11.0295,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429IIT6,STM32F429II,STM32F429IITx,Active,10.6725,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429IIT6J,STM32F429II,STM32F429IITx,NRND,12.2734,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429NEH6,STM32F429NE,STM32F429NEHx,Active,8.8877,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429NIH6,STM32F429NI,STM32F429NIHx,Active,11.0295,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429NIH6J,STM32F429NI,STM32F429NIHx,NRND,12.6839,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429NIH6TR,STM32F429NI,STM32F429NIHx,Active,11.0295,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429NIH7,STM32F429NI,STM32F429NIHx,Active,11.8015,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429VET6,STM32F429VE,STM32F429VETx,Active,7.4004,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429VET6TR,STM32F429VE,STM32F429VETx,Active,7.4004,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429VGT6,STM32F429VG,STM32F429VGTx,Active,8.5902,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429VGT6TR,STM32F429VG,STM32F429VGTx,Active,8.5902,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429VIT6,STM32F429VI,STM32F429VITx,Active,9.7801,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429VIT6TR,STM32F429VI,STM32F429VITx,Active,9.7801,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZET6,STM32F429ZE,STM32F429ZETx,Active,7.9953,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZET6TR,STM32F429ZE,STM32F429ZETx,Active,7.9953,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZGT6,STM32F429ZG,STM32F429ZGTx,Active,9.1852,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZGT6TR,STM32F429ZG,STM32F429ZGTx,Active,9.1852,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZGY6TR,STM32F429ZG,STM32F429ZGYx,Active,7.0434,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZIT6,STM32F429ZI,STM32F429ZITx,Active,10.375,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZIT6TR,STM32F429ZI,STM32F429ZITx,Active,10.375,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZIT7,STM32F429ZI,STM32F429ZITx,Active,11.1013,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZIY6JTR,STM32F429ZI,STM32F429ZIYx,NRND,9.4683,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F429ZIY6TR,STM32F429ZI,STM32F429ZIYx,Active,8.2333,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437AIH6,STM32F437AI,STM32F437AIHx,Active,10.2559,180 MHz,Arm Cortex-M4,5,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437AIH6TR,STM32F437AI,STM32F437AIHx,Active,10.2559,180 MHz,Arm Cortex-M4,5,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437IGH6,STM32F437IG,STM32F437IGHx,Active,9.8693,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437IGT6,STM32F437IG,STM32F437IGTx,Active,9.5124,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437IIH6,STM32F437II,STM32F437IIHx,Active,11.0592,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437IIH6TR,STM32F437II,STM32F437IIHx,Active,11.0592,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437IIT6,STM32F437II,STM32F437IITx,Active,10.7023,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437IIT7,STM32F437II,STM32F437IITx,Active,11.4514,180 MHz,Arm Cortex-M4,6,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437VGT6,STM32F437VG,STM32F437VGTx,Active,8.62,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437VGT6TR,STM32F437VG,STM32F437VGTx,Active,8.62,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437VGT7,STM32F437VG,STM32F437VGTx,Active,9.2234,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
,STM32F437VGT7TR,STM32F437VG,STM32F437VGTx,Active,9.2234,180 MHz,Arm Cortex-M4,4,4,100Mbps (IEEE 1588),1,0,0,0
