Favorite,Commercial Part No,Part No,Reference,Marketing Status,Unit Price for 10kU (US$),Frequency,Core,SPI,UART,Ethernet,Ethernet Port,Quad SPI Total,QUADSPI,OCTOSPI
,STM32C011J4M6,STM32C011J4,STM32C011J4Mx,Active,0.4313,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C011J6M3,STM32C011J6,STM32C011J6Mx,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C011J6M6,STM32C011J6,STM32C011J6Mx,Active,0.5057,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C4T3,STM32C031C4,STM32C031C4Tx,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C4T6,STM32C031C4,STM32C031C4Tx,Active,0.8032,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C4T6TR,STM32C031C4,STM32C031C4Tx,Active,0.8032,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C4U3,STM32C031C4,STM32C031C4Ux,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C4U6,STM32C031C4,STM32C031C4Ux,Active,0.8032,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C6T3,STM32C031C6,STM32C031C6Tx,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C6T6,STM32C031C6,STM32C031C6Tx,Active,0.8775,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C6T6TR,STM32C031C6,STM32C031C6Tx,Active,0.8775,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C6T7,STM32C031C6,STM32C031C6Tx,Active,0.939,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C6T7TR,STM32C031C6,STM32C031C6Tx,Active,0.939,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C6U3,STM32C031C6,STM32C031C6Ux,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C6U6,STM32C031C6,STM32C031C6Ux,Active,0.8775,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C6U7,STM32C031C6,STM32C031C6Ux,Active,0.939,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031C6U7TR,STM32C031C6,STM32C031C6Ux,Active,0.939,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031F4P3,STM32C031F4,STM32C031F4Px,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031F4P6,STM32C031F4,STM32C031F4Px,Active,0.6247,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031F4P6TR,STM32C031F4,STM32C031F4Px,Active,0.6247,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031F6P3,STM32C031F6,STM32C031F6Px,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031F6P6,STM32C031F6,STM32C031F6Px,Active,0.699,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031F6P6TR,STM32C031F6,STM32C031F6Px,Active,0.699,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031F6P7,STM32C031F6,STM32C031F6Px,Preview,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031F6P7TR,STM32C031F6,STM32C031F6Px,Preview,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031G4U3,STM32C031G4,STM32C031G4Ux,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031G4U6,STM32C031G4,STM32C031G4Ux,Active,0.6842,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031G6U3,STM32C031G6,STM32C031G6Ux,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031G6U6,STM32C031G6,STM32C031G6Ux,Active,0.7585,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031G6U6TR,STM32C031G6,STM32C031G6Ux,Active,0.7585,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K4T3,STM32C031K4,STM32C031K4Tx,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K4T6,STM32C031K4,STM32C031K4Tx,Active,0.7437,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K4U3,STM32C031K4,STM32C031K4Ux,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K4U6,STM32C031K4,STM32C031K4Ux,Active,0.7437,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K4U7,STM32C031K4,STM32C031K4Ux,Active,0.7957,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K4U7TR,STM32C031K4,STM32C031K4Ux,Active,0.7957,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K6T3,STM32C031K6,STM32C031K6Tx,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K6T6,STM32C031K6,STM32C031K6Tx,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K6T7,STM32C031K6,STM32C031K6Tx,Active,0.8594,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K6T7TR,STM32C031K6,STM32C031K6Tx,Active,0.8594,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K6U3,STM32C031K6,STM32C031K6Ux,Coming soon,NA,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K6U6,STM32C031K6,STM32C031K6Ux,Active,0.8032,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K6U6TR,STM32C031K6,STM32C031K6Ux,Active,0.8032,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K6U7,STM32C031K6,STM32C031K6Ux,Active,0.8594,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32C031K6U7TR,STM32C031K6,STM32C031K6Ux,Active,0.8594,48 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32F030C6T6,STM32F030C6,STM32F030C6Tx,Active,0.8345,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F030C6T6TR,STM32F030C6,STM32F030C6Tx,Active,0.8345,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F030C8T6,STM32F030C8,STM32F030C8Tx,Active,1.0102,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F030C8T6TR,STM32F030C8,STM32F030C8Tx,Active,1.0102,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F030CCT6,STM32F030CC,STM32F030CCTx,Active,1.5373,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F030CCT6TR,STM32F030CC,STM32F030CCTx,Active,1.5373,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F030F4P6,STM32F030F4,STM32F030F4Px,Active,0.593,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F030F4P6TR,STM32F030F4,STM32F030F4Px,Active,0.593,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F030K6T6,STM32F030K6,STM32F030K6Tx,Active,0.7246,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F030K6T6TR,STM32F030K6,STM32F030K6Tx,Active,0.7246,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F030R8T6,STM32F030R8,STM32F030R8Tx,Active,1.0542,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F030R8T6TR,STM32F030R8,STM32F030R8Tx,Active,1.0542,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F030RCT6,STM32F030RC,STM32F030RCTx,Active,1.691,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F030RCT6TR,STM32F030RC,STM32F030RCTx,Active,1.691,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F031C4T6,STM32F031C4,STM32F031C4Tx,Active,1.3566,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031C4T6TR,STM32F031C4,STM32F031C4Tx,Active,1.3566,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031C6T6,STM32F031C6,STM32F031C6Tx,Active,1.4169,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031C6T6TR,STM32F031C6,STM32F031C6Tx,Active,1.4169,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031C6T7,STM32F031C6,STM32F031C6Tx,Active,1.5161,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031C6T7TR,STM32F031C6,STM32F031C6Tx,Active,1.5161,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031E6Y6TR,STM32F031E6,STM32F031E6Yx,Active,1.0853,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031F4P6,STM32F031F4,STM32F031F4Px,Active,0.9949,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031F4P6TR,STM32F031F4,STM32F031F4Px,Active,0.9949,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031F4P7,STM32F031F4,STM32F031F4Px,Active,1.0645,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031F6P6,STM32F031F6,STM32F031F6Px,Active,1.0552,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031F6P6TR,STM32F031F6,STM32F031F6Px,Active,1.0552,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031F6P7,STM32F031F6,STM32F031F6Px,Active,1.1289,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031F6P7TR,STM32F031F6,STM32F031F6Px,Active,1.1289,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031G4U6,STM32F031G4,STM32F031G4Ux,Active,1.025,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031G4U6TR,STM32F031G4,STM32F031G4Ux,Active,1.025,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031G4U7,STM32F031G4,STM32F031G4Ux,Active,1.0967,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031G4U7TR,STM32F031G4,STM32F031G4Ux,Active,1.0967,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031G6U6,STM32F031G6,STM32F031G6Ux,Active,1.0853,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031G6U6TR,STM32F031G6,STM32F031G6Ux,Active,1.0853,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031G6U7,STM32F031G6,STM32F031G6Ux,Active,1.1614,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031G6U7TR,STM32F031G6,STM32F031G6Ux,Active,1.1614,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031K4U6,STM32F031K4,STM32F031K4Ux,Active,1.2059,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031K4U6TR,STM32F031K4,STM32F031K4Ux,Active,1.2059,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031K6T6,STM32F031K6,STM32F031K6Tx,Active,1.3566,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031K6T7,STM32F031K6,STM32F031K6Tx,Active,1.4517,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031K6T7TR,STM32F031K6,STM32F031K6Tx,Active,1.4517,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031K6U6,STM32F031K6,STM32F031K6Ux,Active,1.2661,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031K6U6TR,STM32F031K6,STM32F031K6Ux,Active,1.2661,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031K6U7,STM32F031K6,STM32F031K6Ux,Active,1.3548,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F031K6U7TR,STM32F031K6,STM32F031K6Ux,Active,1.3548,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F038C6T6,STM32F038C6,STM32F038C6Tx,Active,1.4169,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F038C6T6TR,STM32F038C6,STM32F038C6Tx,Active,1.4169,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F038C6T7,STM32F038C6,STM32F038C6Tx,Active,1.5161,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F038E6Y6TR,STM32F038E6,STM32F038E6Yx,Active,1.0853,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F038F6P6,STM32F038F6,STM32F038F6Px,Active,1.0552,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F038F6P6TR,STM32F038F6,STM32F038F6Px,Active,1.0552,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F038G6U6,STM32F038G6,STM32F038G6Ux,Active,1.0853,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F038G6U6TR,STM32F038G6,STM32F038G6Ux,Active,1.0853,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F038K6U6,STM32F038K6,STM32F038K6Ux,Active,1.2661,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042C4T6,STM32F042C4,STM32F042C4Tx,Active,1.5677,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F042C4U6,STM32F042C4,STM32F042C4Ux,Active,1.4772,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F042C6T6,STM32F042C6,STM32F042C6Tx,Active,1.6279,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F042C6T6TR,STM32F042C6,STM32F042C6Tx,Active,1.6279,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F042C6T7,STM32F042C6,STM32F042C6Tx,Active,1.7419,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F042C6U6,STM32F042C6,STM32F042C6Ux,Active,1.5375,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F042C6U7,STM32F042C6,STM32F042C6Ux,Active,1.6451,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F042F4P6,STM32F042F4,STM32F042F4Px,Active,1.2059,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042F4P6TR,STM32F042F4,STM32F042F4Px,Active,1.2059,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042F6P6,STM32F042F6,STM32F042F6Px,Active,1.2661,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042F6P6TR,STM32F042F6,STM32F042F6Px,Active,1.2661,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042F6P7,STM32F042F6,STM32F042F6Px,Active,1.3548,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042F6P7TR,STM32F042F6,STM32F042F6Px,Active,1.3548,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042G4U6,STM32F042G4,STM32F042G4Ux,Active,1.2359,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042G4U6TR,STM32F042G4,STM32F042G4Ux,Active,1.2359,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042G6U6,STM32F042G6,STM32F042G6Ux,Active,1.2963,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042G6U6TR,STM32F042G6,STM32F042G6Ux,Active,1.2963,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042G6U7,STM32F042G6,STM32F042G6Ux,Active,1.3872,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K4T6,STM32F042K4,STM32F042K4Tx,Active,1.5074,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K4T6TR,STM32F042K4,STM32F042K4Tx,Active,1.5074,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K4U6,STM32F042K4,STM32F042K4Ux,Active,1.4169,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K6T6,STM32F042K6,STM32F042K6Tx,Active,1.5677,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K6T6TR,STM32F042K6,STM32F042K6Tx,Active,1.5677,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K6T7,STM32F042K6,STM32F042K6Tx,Active,1.6775,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K6T7TR,STM32F042K6,STM32F042K6Tx,Active,1.6775,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K6U6,STM32F042K6,STM32F042K6Ux,Active,1.4772,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K6U6TR,STM32F042K6,STM32F042K6Ux,Active,1.4772,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042K6U7,STM32F042K6,STM32F042K6Ux,Active,1.5806,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F042T6Y6TR,STM32F042T6,STM32F042T6Yx,Active,1.4772,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F048C6U6,STM32F048C6,STM32F048C6Ux,Active,1.5375,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F048C6U6TR,STM32F048C6,STM32F048C6Ux,Active,1.5375,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F048G6U6,STM32F048G6,STM32F048G6Ux,Active,1.2963,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F048T6Y6TR,STM32F048T6,STM32F048T6Yx,Active,1.4772,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051C4T6,STM32F051C4,STM32F051C4Tx,Active,1.506,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051C4T6TR,STM32F051C4,STM32F051C4Tx,Active,1.506,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051C4U6,STM32F051C4,STM32F051C4Ux,Active,1.4169,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051C6T6,STM32F051C6,STM32F051C6Tx,Active,1.5663,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051C6T6TR,STM32F051C6,STM32F051C6Tx,Active,1.5663,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051C6T7,STM32F051C6,STM32F051C6Tx,Active,1.6759,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051C6T7TR,STM32F051C6,STM32F051C6Tx,Active,1.6759,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051C6U6,STM32F051C6,STM32F051C6Ux,Active,1.4758,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051C8T6,STM32F051C8,STM32F051C8Tx,Active,1.6868,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051C8T6TR,STM32F051C8,STM32F051C8Tx,Active,1.6868,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051C8T7,STM32F051C8,STM32F051C8Tx,Active,1.8048,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051C8T7TR,STM32F051C8,STM32F051C8Tx,Active,1.8048,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051C8U6,STM32F051C8,STM32F051C8Ux,Active,1.5964,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051C8U6TR,STM32F051C8,STM32F051C8Ux,Active,1.5964,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051C8U7,STM32F051C8,STM32F051C8Ux,Active,1.7082,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051C8U7TR,STM32F051C8,STM32F051C8Ux,Active,1.7082,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051K4T6,STM32F051K4,STM32F051K4Tx,Active,1.4471,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K4T6TR,STM32F051K4,STM32F051K4Tx,Active,1.4471,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K4U6,STM32F051K4,STM32F051K4Ux,Active,1.3566,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K4U6TR,STM32F051K4,STM32F051K4Ux,Active,1.3566,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K4U7,STM32F051K4,STM32F051K4Ux,Active,1.4517,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K4U7TR,STM32F051K4,STM32F051K4Ux,Active,1.4517,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K6T6,STM32F051K6,STM32F051K6Tx,Active,1.5074,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K6T6TR,STM32F051K6,STM32F051K6Tx,Active,1.5074,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K6T7,STM32F051K6,STM32F051K6Tx,Active,1.613,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K6T7TR,STM32F051K6,STM32F051K6Tx,Active,1.613,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K6U6,STM32F051K6,STM32F051K6Ux,Active,1.4169,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K6U6TR,STM32F051K6,STM32F051K6Ux,Active,1.4169,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K6U7,STM32F051K6,STM32F051K6Ux,Active,1.5161,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K6U7TR,STM32F051K6,STM32F051K6Ux,Active,1.5161,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K8T6,STM32F051K8,STM32F051K8Tx,Active,1.6279,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K8T6TR,STM32F051K8,STM32F051K8Tx,Active,1.6279,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K8T7,STM32F051K8,STM32F051K8Tx,Active,1.7419,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K8U6,STM32F051K8,STM32F051K8Ux,Active,1.5375,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K8U6TR,STM32F051K8,STM32F051K8Ux,Active,1.5375,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K8U7,STM32F051K8,STM32F051K8Ux,Active,1.6451,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051K8U7TR,STM32F051K8,STM32F051K8Ux,Active,1.6451,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F051R4T6,STM32F051R4,STM32F051R4Tx,Active,1.6693,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R4T6TR,STM32F051R4,STM32F051R4Tx,Active,1.6693,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R6T6,STM32F051R6,STM32F051R6Tx,Active,1.7296,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R6T6TR,STM32F051R6,STM32F051R6Tx,Active,1.7296,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R6T7,STM32F051R6,STM32F051R6Tx,Active,1.8506,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R6T7TR,STM32F051R6,STM32F051R6Tx,Active,1.8506,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R8H6,STM32F051R8,STM32F051R8Hx,Active,1.6693,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R8H6TR,STM32F051R8,STM32F051R8Hx,Active,1.6693,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R8H7,STM32F051R8,STM32F051R8Hx,Active,1.7861,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R8H7TR,STM32F051R8,STM32F051R8Hx,Active,1.7861,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R8T6,STM32F051R8,STM32F051R8Tx,Active,1.8502,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R8T6TR,STM32F051R8,STM32F051R8Tx,Active,1.8502,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R8T7,STM32F051R8,STM32F051R8Tx,Active,1.9797,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051R8T7TR,STM32F051R8,STM32F051R8Tx,Active,1.9797,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F051T8Y6TR,STM32F051T8,STM32F051T8Yx,Active,1.5964,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F058C8U6,STM32F058C8,STM32F058C8Ux,Active,1.5964,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F058R8H6,STM32F058R8,STM32F058R8Hx,Active,1.6693,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F058R8H6TR,STM32F058R8,STM32F058R8Hx,Active,1.6693,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F058R8H7,STM32F058R8,STM32F058R8Hx,Active,1.7861,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F058R8H7TR,STM32F058R8,STM32F058R8Hx,Active,1.7861,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F058R8T6,STM32F058R8,STM32F058R8Tx,Active,1.8502,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F058T8Y6TR,STM32F058T8,STM32F058T8Yx,Active,1.5964,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F070C6T6,STM32F070C6,STM32F070C6Tx,Active,1.0322,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F070C6T6TR,STM32F070C6,STM32F070C6Tx,Active,1.0322,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F070CBT6,STM32F070CB,STM32F070CBTx,Active,1.3397,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F070CBT6TR,STM32F070CB,STM32F070CBTx,Active,1.3397,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F070F6P6,STM32F070F6,STM32F070F6Px,Active,0.7467,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F070F6P6TR,STM32F070F6,STM32F070F6Px,Active,0.7467,48 MHz,Arm Cortex-M0,1,0,,0,0,0,0
,STM32F070RBT6,STM32F070RB,STM32F070RBTx,Active,1.4714,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F070RBT6TR,STM32F070RB,STM32F070RBTx,Active,1.4714,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F071C8T6,STM32F071C8,STM32F071C8Tx,Active,1.7563,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
,STM32F071C8T6TR,STM32F071C8,STM32F071C8Tx,Active,1.7563,48 MHz,Arm Cortex-M0,2,0,,0,0,0,0
